user,Review,SENTIMEN
silminrzh,"Voucher gratis ongkir gak bisa digunakan harus update dlu,udh d update masih gaada dan gabisa. Boro2 mau klaim, voucher nya aja gak ada. Iklan nya selalu gratis ongkir nyatanya harus beli dulu voucher nya dan cuma pakai Shopee pay yang bisa. Mana memory gede banget sedih akutu",negatif
Lisaa1305,"Shopee tanamnya tidak berfungsi, tidak bisa dimainkan. Malahan hp saya jadi lag.",negatif
kaifaasyila,"Masak cuma saya yang g bisa cod. Biasa nya bisa cod kok tau2 g bisa. Aneh, yang undian berhadiah nya juga kelihatan tipuan. Parah",negatif
oliviadlya,Hih komunitas shopee nya gak sabaraan,negatif
tsabithaadc,Ongkir gratis ga jelas. Terus masa ongkir gratis saya harus nombok 58rb sudah cancel aja penjualan saya drpd nombok,negatif
oliviaoen,"Akhir"" ini shopee menyebalkan padahal sudah di update ke versi terbaru ttep ajah lola banget gk muncul gambarnya. Kan jadi kesel ka. Padahal pengen order. Tolong dipebaiki lagi kak. Nnti aku kasih bintang 5.",negatif
annoctv,Untuk sementara sy ksih Bintang 1 dlu yaa. Lihat kedepan amanah atau tidak. Soal bintang mah gampang. Lihat kinerja selanjutnya kedepan,negatif
karenpadma,"Aplikasi suka ngelag, gambar/ photo ngga keluar padahal FB,browser lancar. Sayang sekali padahal seneng belanja sini karena promo ongkir.lama lama gondok juga kalau gini.",negatif
imqueenan,Mau batal pesanan tidak bisa,negatif
fryndee,"knapa sih sekarang shopee jadi berubah, udh cinta banget padahal huhu ???? cod harus 50k voucher gratis ongkir juga dipersulit banget ??????",negatif
rafikaamaliaf,"Sehabia update jadi susah login . Makin ribet nih aplikasi. Bukanya makin maju, login via fb , biasanya langsung masuk. Tapi skarenag minta kode verifikasi, udh di tunggu ga muncul verifikasinyaa",negatif
krisniaaluna,"Hati hati banyak penjual yang menyeetakan nomor resi palsu, jadi hanya muncul nomor pelacakan tetapi barang blm dikirim ataupun dikemas sama sekali. Dan dari pihak shopee memfasilitasi hal tersebut dengan tidak menyertakan fitur batal beli.",negatif
ggriselda,"Aplk tolol,, setiap mau belanja harus log-in dulu,,padahal sudah log-in dari awal install",negatif
yolanda_gunawan,"Dulu shope sangat bagus. sekarang malah mengecewakan. Balikin sistem yang kyak dulu. biar pembeli bisa ngegunain jasa JNT atau JNE lagi. Untuk sekarang ku kasih bintang satu dulu yak, kalu sudah balik lagi sistemnya. Akan ku ubah lagi kembali menjadi bintang 5.",negatif
suryaningts,"Parah saya ditipu sama TOKO di shope,, pas saya beli voucher pertama dikirim sesuai bukti,, pas saya beli voucher kedua di penjual kirim bukti saat transaksi pertama,, saya ajukan pengembalian tapi pihak shope mengatakan dimenangkan oleh penjual, karena penjual ada bukti transaksi pertama saya kecewa!",negatif
ratna_pertiwi28,"Kecewa sama Shopee kecewanya karena enggak bisa milih opsi pengiriman,. ?????? Lama-lama banyak yang akan meninggalkan aplikasi Shopee",negatif
diararum,"Gini ya kalo misal pengiriman nya dipilihin sama shopee terus pas kena j&t atau si cepat alamat pakait saya hilang karena jnt tidak mau antar kerumah saya sedangkan si cepat itu kalo nganter lama, kalo kya gini deh auto uinstal shopee atau beli produk luar yang jelas dianter pakai jne, maaf saya tarik lagi 4 bintang nya, gk ngerti ini dapat ide dari mana ngerubah pengirim kya gini selamat tinggal shopee, bakalan belanja lagi kalo sudah di perbaiki kesalahannya",negatif
nailaslsbila,Shopee    masa ngk bisa daftar padahal udh bener semua macam  lah.,negatif
tisa_prihatini,SHOPEE ARISAN SAYA TIDAK BISA DIBUKA. STUCK DI LAYAR PUTIH,negatif
shabieela,"Shopee tolong respon. sudah 3 hari dana saya belum dikembalikan, nunggu dari pihak shopee juga belum diproses. Tolong pihak shopee ditingkatkan lagi kualitasnya. INI GIMANA WOYY, UANG GUA   GA BALIK BALIK",negatif
HanikMaria2323,Jelek jangan download,negatif
Annisamfm,sangat buruk barang saya tidak sampai² seharusnya sblm tgl 18 januari sudah sampai tapi gak sampai² hri ini sudah tgl 23 januari.,negatif
octaofficial,Pengembalian dana katanya maksimal 1×24 jam ternyata bohong ! sudah hampir 3 hari dana nggak di kirim-kirim !,negatif
Aariyani,dapat kupon tapi gak bisa di klaim,negatif
adinsif,"Ini gimana sih shopee?? Koinku kok ilang Terus ,brusan dapat 10k koin ilang lagi ?? Gapaham deh ! Keselll",negatif
anidiahparamesti,"Maaf ya jadi bintang 1, pengiriman jadi lelet",negatif
sitikomariyatun,"Pakai shopee express surabaya mojokerto sampainya 4hari sedangkan kalau pakai j&t semalam aja sudah sampai, barang nggak sampai tepat waktu jadi customerku pada kecewa. Ini bukan layanan yang saya inginkan ya",negatif
Saniahasna,"Shopee sudah gak asikk lagi, terkait jasa pengiriman sudah gak bisa memilih. Pihak shopee yang tentukan. Dan waktu pengiriman sangat lama.solusinya pindah ke aplikasi yang lain...",negatif
mutiarahai03,"Kok setiap mau bayar ga bisa ya, sudah update sama install ulang juga padahal",negatif
aysahkarlina,Kok mau verivikasi no hp gk bisa2,negatif
ipichi,aplikasi nya jlek nggak kaya dulu bagus,negatif
deviminerva,"Ini gmn si ka saya download dari tadi ko ga kepasang²ya udh berulang²kali,tlng dong konfirmasi nya!",negatif
leegummy,"Aplikasi kopet... Masak dipakai beli pulsa g bisa, muncul tulisan anda telah memenuhi kuota pembelian har ini...?????????????????????????????????????????????????????????????????????? Mau ditransfer ke Bank ribet ny... proses verifikasi lelet... Ribet dah pakai shopee ...????????????",negatif
candraayudewi,"makin hari shopee ga jelas,mana pelit gratis ongkir lagi,kek nya pindah lapak aja lagi",negatif
Novrida,"Saya melakukan pengisian pulsa dengan metode pembayaran transfer melalui bank, status di mbanking saya udh berhasil tapi status di shopee masih belum bayar juga !! Saldo sengaja saya sisain bwt isi pulsa tapi malah kesedot ga guna !!",negatif
LdC,Makin berat aja ya,negatif
efarmi16,"performa shopee sekarang menurun, lelet, padahal jaringan saya bagus tapi buat check out aja susah. tolong dimaksimalkan lagi",negatif
herlibq,Harusnya Sama seperti sebelum-sebelum kita sebagai pembeli bisa memilih ekspedisi sesuai keinginan kami.... Kl spt ini kita g bisa nentuin paki ekspedisi apa!!! Dan lagi kita g bs nikmatin free ongkirnya!!!! Payah ???????????? kebijakan yang sungguh tidak mengenakkan di kami para pembeli,negatif
oliverellua,Kenapa sekarang ga bisa top up free fire padahal sekarang banyak event seru pas mau top up lah ko ilang voucher games nya terus saya harus top up dimana?coba adain lagi dong,negatif
mentarigazali,Shopee tanam.. Penipu Ujung2 nya sruh beli dan bayar juga!!! sudah tanam lama2 Ujung2 nya Duit dan bayar.. Mending Langsung beli aja ngapain lama2 tanam. Asu lah,negatif
eorendil,"Ah,Kenapa ini Shopee lama amat buat nunggu Kabar antar Kirim Pesanan kok malah bertele2 updatetan ya,belum lama saya pakai,Aplikasi kok kayaK Abal2 dikit2 Upgrade tan apa sih yang mau diupgrade, apa ada lagi tentang Virus atau masalah Tanggulasi Pandemi Budidaya Tunggu Bilang Operasional Corona Ya Shopee.",negatif
syafira_pk21,"Game shopee mancing gak jelas, masa poinnya bukannya nambah malah kurang banyak, emang bener sih mancing (mancing kemarahan)",negatif
intanrahmania882,"Tolong untuk jasa layanan pengiriman AntarAja dibuang, karena barang sama sekali tidak bergerak sampai berhari-hari, saya sebagai customer merasa di rugikan dengan waktu dan finansial, karena barang harus di ambil di tempat. semoga pihak shopee memperhatikan dalam bekerja sama dengan jasa pengiriman barang.",negatif
tifaasgaf,"aplikasinya lemot banget. Gabisa login padahal sudah coba pakai line, pakai password cuma loading, pakai nomer telpon kodenya gamasuk, maunya apa sih Tambahan: tiap kali mau ngasih ulasan selalu aja tulisannya halaman sedang dalam perbaikan. Capek tau nulis ulasan, masak mau ulang lagi",negatif
atikasanjanir,Iklan nya mengangu aku waktu main game!!!!,negatif
bethsandi,Kok ngga bisa metode COD? tulisannya bisa padahal,negatif
ayleena,Aplikasi shopee penipu saldo shopee pay saya d bobol sama penjuallb,negatif
tiarasetianto98,"Kurirnya gak bisa milih, biasanya saya make kurir j&t sekarang jadi gak bisa milih kurirnya, kecewa bangey shopee standar expres lama sampainya biasanya sehari sampe skrang 3 harian baru sampe kecewa lah",negatif
jesslynlavender,"Ribet banget sekarang, sangat kecewa!!!",negatif
gweeen,"Semakin ke sini shopee semakin membagongkan. Jasa kirim hilang, gratis ongkir hanya untuk shopee pay. MAU MARAH!!!! TAPI SUARA PELANGGAN KECIL SEPERTI SAYA INI BISA APA!! SEMAKIN MEMPERSULIT.",negatif
bellaputri853,"Ya Allah ngga ngerti Kemarin saya zakat via shopee dg pertimbangan himbauan pemerintah mengurangi interaksi Saya pilih shopee karena sepertinya jelas ada pakait untuk 4 orang, beserta nama masing2 Cukup meyakinkan ya? Lalu saya bayar via transfer dan berhasil 1 minggu kemudian di hari ke 2 lebaran saya chek akun kok ada dana nambah di shopee payku senilai zakat itu Ku telusuri ternyata dana zakatku dikembalikan ke situ Lemes dong artinya ramadhan ini kami sekeluarga ngga zakat",negatif
dewidyaaaaa,"Barang sudah diterima,tapi aplikasinya menunjukan barang sedang dikirim???????????????gimna coba bikin pusing aja.Ribet banget kya nya . Tolong diperbaiki lagii kedepanya??????",negatif
betterfliy,kodenya gak dikirim2 ngebug terus????,negatif
fanyekaff,Voucher gratis ongkirnya gak bisa kepakai,negatif
wigrahadeliaa,"kenapaaa jasa kirimnya sekarang gaada jnt dkk woiii sedih gabisa diatur sendiri,pliss shopee balikin kayak dulu lagi ya??????????????????",negatif
tifanizafhh,"Kenapasiii sekarang jasa kirimnya ga bisa pilih sendiriiii, maaf yah kasih bintang satu. Dan tolong ubah jadi semula",negatif
Naedals04,"Shopee express standard= pengiriman lama, nggak update2",negatif
Priscilliachend,Setelah di update makin gk jelas di jasa pengiriman tolong di perhatikan lagi... karena pembeli cari yang terbaik untuk jasa pengiriman... @shopecare tlong dong di menu pengiriman di ubah seperti semula jadi bisa pilih ekspedisi yang di mau karena masing2 ekspedisi setiap daerh ada plus minusnya Klau seperti sekarang jadinya rondom jadi gk tau ekspedisi nya pakai apa Klau pas yang cocok di daerah tertentu yaa bagus klau tidak malah makin lama,negatif
zamitathy,Buruk. Setelah diupdate malah ngga bisa login. Jasa kirim otomatis dipilihkan shopee. Tidak fair. Giliran pembeli mau ubah opsi jasa kirim eh sudah keduluan seller acc jasa kirim. Ongkir id express yang tadinya cuman 7500 semenjak ada kebijakan shopee yang baru jadi 12.000. Korupsi.,negatif
Nainawa,"Setelah diapdute ko malah gak bisa lihat etalase toko nya ya,malah informasi gangguan suruh muat ulang aja. Jadi gak bisa liat² barang²nya.",negatif
fauzizahfaqih,Akun saya tiba tiba di bekukan . Padahal saya ga melanggar . Tadi aja ada yang telpon mengatas namakan shoppe dan saya dapat hadiah . Dan dia juga tau nama saya sama alamat lengkap sama nomor saya . karena saya tidak percaya tiba tiba akun saya di bekukan . Apa akun saya ada yang nge hack,negatif
14x32,Tolong mengunduhnyah jangan lama banget,negatif
meviarahma,Aplikasi bodoh....gw waktu 12.12 begadang buat dapatin diskon tapi alamat gk tertera di shopee udh seneng diskon tapi bege banget,negatif
Arshafarie,Apaan sih gratis ongkirnya gak bisa di pakai... Tipu-tipu.. Pas mau di check out gagal gagal... Hadeh kalo memang gak niat ngasih gratis ongkir yowes gak usa,negatif
slsabilasofii,"Sangat kecewa dengan respon CS, mohon diberikan coaching dan refreshment kembali seperti nama CS anonim Rinto, Gagat, Atira sangat-sangat kecewa..",negatif
fuzifau,Download loading sumpah??,negatif
sasaalma_,Semenjak Shopee tanam bisa nyuri air.. Saya jadi g suka Shopee.. Saya yang biasanya panen koin 2 hari jadi 5 hari gara2 dimaling terus... Inimah ngajarin anak orang buat jadi pencuri... Udh mah yang nyuri g nyiram kebun saya... Masih mending kalau nyuri tapi disiram kebun saya... Untuk Shopee tolong hps lagi fasilitas buat nyuri air !!! Saya bakal kasih bintang 5 kalau fasilitas buat nyuri air di hapus!!! Sama sekarang jarang banget voucher gratis ongkir tapi buat tunai...shopee jangan pelit donk!!!,negatif
mza92,Shopee mau memonopoli jasa kirim,negatif
Anggriani_K,"Aduh kesel sekali kalo kek gini pesan banyak barang malah bedah bedah expedisi ?????? yang mau cepat jadi lambat, sudah di perkirakan datang nya hari ini malah gak datang kalo gini kecewa sekali... tolong balikin seperti awal walaupun Potongan ongkirnya Masi bayar sisanya",negatif
Syillaaa,Aku gak ngerti kok uinstal terus sih,negatif
Gilliango,Kemarin saya beli jam tangan di aplikasi shopee tapi malahan yang dikirim jam rusak dan mati/gk berfungsi... bukan masalah harga nya berapa... tapi tolong pihak shopee kalo ada pelapak yang curang dan gk jujur mendingan ditutup aja akun pelapak yang begitu karena hanya merugikan konsumen/pembeli/pelanggan yang ada di shopee...,negatif
erikaaaaa0101011,Ada thr nya gak jawab cepet kalo ada saya instal,negatif
sixtyameilany,"Tolong perbaiki ya masa saya susah dapat Sms Otapi ke nomor saya sendiri, mau belanja jadi susah gimana ini????",negatif
juanitamaharani12,Aplikasi nya sudah di instal coba nunggu nya lama ampe 2 jam ehh pas di akhir malah suruh instal lagi.. Dikira kuota dibeli pakai daun apa,negatif
nabilahgunawan,Saya Mengajukan pengembalian Dana pada Pihak Shope dan Pengajuan Tersebut sudah disetujui sama penjual Tapi Kenapa Pihak Owner malah Tidak Menyetujui & Mengahapus pengajuan saya Hilang Duit saya Barang Pun Hanya dikirim Satu padahal Saya Beli 2 item Barang Mengecewakan,negatif
nadyaaureliarp,Buruk sekali hari hari ini kok bermasalah mulu,negatif
izmi1234,"Saya cuma punya satu aplikasi jual beli online dari dulu sampai sekarang saya pakai aplikasi shopee, tapi Makin ke sini shopee makin lemot gambar suka gak kebuka padahal udh di update ke versi yang terbaru padahal sinyal juga lancar"" ajaa masih aja gak kebuka gambarnya tolong di perbaiki yaa.",negatif
Sagungintanpermata,"Shopeepay nya gak bisa dipakai, padahal udh diisi pas shopeepay nya",negatif
halloakuega,downloadnya lama banget sih ??,negatif
avelino05,Seller distrobdg. Penipu. Saya pesen 2 pcs dteng 1pcs!!!!,negatif
CecepSurijal,Shopee jangan mencuri! Shopee jangan mencuri! LEBIH KERAS! Tolong ilangin fitur curi air nyaaa dongg;(,negatif
firdahaifa,Jelek aplikasi nya,negatif
Pingkywahyu,"Sy pelanggan setia shopee ( sebelum jasa ekspedisi di monopoli menjadi jasa ekspedisi "" Shopee express "", mgkn namanya aja yang express tapi pengirimannya super duper lemot alias lamaa poll. Andaikan jasa ekspedisi kita bisa milih, itu jauh lebih bagus.",negatif
Oktahardianti,JANGAN ADA LAGI UPDATE APLIKASI LAGI DI PLAYSTORE !!.,negatif
ladybeeskinjourney,"Turunin 1 bintang,sudah 3 bulan lebih shopee paylater gua ga pernah naek lagi, limit nya turun tanpa sebab ga jelas, auto pindah toko ijo",negatif
erincakra,aplikasi tidak ada bagus bagus nya,negatif
skinbeauty,"Barang lama banget sampe nya,keburu berubah pikiran pengen beli yang laen,udh gitu ongkir nya gila 30ribu hh",negatif
glowphei,"Ga bisa klaim gratis ongkir, tolong dong d perbaiki usaha sy jadi macet",negatif
angelin_irena,Aplikasinya berat bikin lemot hp. Gk seperti olshop yang lain.,negatif
novialjannah,Di coba dlu kalau bagus di tambah bintang nya,negatif
celiamorazza,"sudah ke-3 kalinya akun saya selalu di blokir oleh pihak shopee, di saat saya sedang proses membeli , bagaimana jika barangsaya hilang? Atau barang saya tidak sampai? , makin lama makin geblek shopeee. Saya gamau tau akun saya kembalikan!!! Atau jika nnti barangsaya tidak datang saya akan laporkan.",negatif
Fresikurnia5,"Bintang yang bicara....... Verikasi nomer tlp tak bisa,rugi data",negatif
AdeDew,Daftar akun aja sulitnya minta ampun,negatif
deaanggraeni,Aplikasinya makin gajelas,negatif
dinkabonita,Pembayaran pending udh 3 hari .,negatif
meridabbey,"Tolong dong aplikasinya diperbaiki, mau liat produk""nya sekarang susah, loading terus dan gambarnya gak pernah muncul"" apalagi kalo mau liat flash sale lebih parah lagi loadingnya",negatif
skyfreckless,gk bisa di update,negatif
Beebip127,"Saya kasi bintang satu, setiap saya mau belanja online lewat cod, gk pernah direspon padahal dari pihak tokonya sudah menyetujuinya",negatif
ratihfitrinaka,Iklan nya jangan muncul dmn mana    di web ada di aplikasi ada di game ada gw jadi pusing,negatif
catwomanrrr6,Dimohon untuk pihak shopee saya ingin mengajukan permohonan kalo hasil dari tanam beras Terus jus jambu itu pas dikirimnya di kasih gratis ongkir jangan hrus bayar ongkir juga karena kan tujuan dari nanam beras sama jus jambu itu agar mendatkannya secara gratis tapi ini malah hrus bayar ongkir ya sama aja beli sendiri bukan gratis apalagi ongkirnya yang diatas 15.000 kan rugi sudah nyiram lama lama harus bayar juga mohon dikabulkan permintaan saya ini untuk menggratis ongkir kan hasil dari nanam,negatif
retriunzhiia,"Untuk penangan masalah lama banget, kinerja gak totalitas, contohnya pengembalian produk, bisa berbulan-bulan, padehal bukti sudah jelas, video sudah di buatkan, kurang bukti apalagi, di tambah saya sebagai seller kurir pengiriman tidak bisa di ganti, musti chat shopee, chat admin shopee bikin males, lama di tanganin kasusnya, gak optimal. Makin kesini makin buruk",negatif
